,orig_index,datetime_obj,piezo_charge_decrease,piezo_charge_decrease_offset,piezo_charge_avg,piezo_temperature,air_humidity_100,air_temperature_100,atm_pressure_main,num_of_resets,chuva,precipitation_prediction
213,213,2020-10-10 01:00:00+00:00,52,-3.6984076895809963,23642.0,17.0,77.0,18.575000000000003,9436.0,0,0.0,0.0
214,214,2020-10-10 02:00:00+00:00,51,-1.41315447404898,23590.5,15.5,84.5,17.125,9437.0,0,0.0,0.0
215,215,2020-10-10 03:00:00+00:00,48,-2.3313575211125084,23541.0,14.5,91.0,15.971,9438.5,0,0.0,0.0
216,216,2020-10-10 04:00:00+00:00,47,-2.32167499708261,23493.5,14.0,91.0,15.992999999999999,9435.0,0,0.0,0.0
217,217,2020-10-10 05:00:00+00:00,48,-2.3313575211125084,23446.0,14.5,85.5,16.494999999999997,9431.5,0,0.2,0.0
218,218,2020-10-10 06:00:00+00:00,46,-3.32167499708261,23399.0,14.0,83.0,16.055999999999997,9432.0,0,0.0,0.0
219,219,2020-10-10 07:00:00+00:00,45,-2.362668450863609,23353.5,13.0,87.0,14.769,9433.5,0,0.0,0.0
220,220,2020-10-10 08:00:00+00:00,43,-3.4125399230129574,23309.5,12.5,90.0,13.863,9437.0,0,0.0,0.0
221,221,2020-10-10 09:00:00+00:00,42,-3.4814716434329966,23267.0,12.0,91.5,13.737,9445.0,0,0.0,0.0
222,222,2020-10-10 10:00:00+00:00,45,-1.4125399230129574,23223.5,12.5,88.0,15.102,9453.0,0,0.0,0.0
223,223,2020-10-10 11:00:00+00:00,53,1.6382903648772924,23174.5,15.0,73.0,18.912999999999997,9457.5,0,0.0,0.0
224,224,2020-10-10 12:00:00+00:00,74,9.812779562640088,23111.0,20.5,54.5,22.595,9459.0,0,0.0,0.0
225,225,2020-10-10 13:00:00+00:00,90,8.142496638481987,23029.0,26.5,40.0,24.573,9459.5,0,0.0,0.0
226,226,2020-10-10 14:00:00+00:00,103,6.7357323012499535,22932.5,30.5,26.5,26.505000000000003,9457.5,0,0.0,0.0
227,227,2020-10-10 15:00:00+00:00,116,7.289855250433135,22823.0,33.5,19.5,28.425,9453.5,0,0.0,0.0
228,228,2020-10-10 16:00:00+00:00,125,2.2348675787492454,22702.5,36.5,18.5,29.766,9446.0,0,0.0,0.0
229,229,2020-10-10 17:00:00+00:00,128,-2.4600431757984893,22576.0,38.0,17.0,30.694,9436.5,0,0.0,0.0
230,230,2020-10-10 18:00:00+00:00,129,-1.4600431757984893,22447.5,38.0,15.5,31.820999999999998,9428.5,0,0.0,0.0
231,231,2020-10-10 19:00:00+00:00,123,-4.842922713201403,22321.5,37.5,16.5,31.531,9421.5,0,0.0,0.0
232,232,2020-10-10 20:00:00+00:00,112,-5.889026772468583,22204.0,35.5,19.0,30.348,9417.5,0,0.0,0.0
233,233,2020-10-10 21:00:00+00:00,96,-6.2981059245094855,22100.0,32.0,22.0,28.428,9419.5,0,0.0,0.0
234,234,2020-10-10 22:00:00+00:00,72,-9.857503361518013,22016.0,26.5,29.0,23.892000000000003,9423.5,0,0.0,0.0
235,235,2020-10-10 23:00:00+00:00,56,-6.899579532493135,21952.0,20.0,40.0,19.607,9426.5,0,0.0,0.0
236,236,2020-10-11 00:00:00+00:00,52,-2.581058354489599,21898.0,16.5,46.5,17.973,9428.0,0,0.0,0.0
237,237,2020-10-11 01:00:00+00:00,49,-3.41315447404898,21847.5,15.5,48.0,17.753,9430.0,0,0.0,0.0
238,238,2020-10-11 02:00:00+00:00,48,-2.3313575211125084,21799.0,14.5,54.0,16.945999999999998,9431.0,0,0.0,0.0
239,239,2020-10-11 03:00:00+00:00,46,-3.32167499708261,21752.0,14.0,62.0,15.921,9431.0,0,0.0,0.0
240,240,2020-10-11 04:00:00+00:00,46,-2.3322474164824314,21706.0,13.5,67.5,15.498000000000001,9432.5,0,0.0,0.0
241,241,2020-10-11 05:00:00+00:00,47,-1.3322474164824314,21659.5,13.5,69.0,15.986,9434.0,0,0.0,0.0
242,242,2020-10-11 06:00:00+00:00,50,-0.3313575211125084,21611.0,14.5,63.0,17.061,9435.5,0,0.0,0.0
243,243,2020-10-11 07:00:00+00:00,50,-1.3617096351227076,21561.0,15.0,58.0,17.293999999999997,9438.5,0,0.0,0.0
244,244,2020-10-11 08:00:00+00:00,49,-1.3313575211125084,21511.5,14.5,60.5,16.613999999999997,9444.5,0,0.0,0.0
245,245,2020-10-11 09:00:00+00:00,46,-3.32167499708261,21464.0,14.0,66.5,16.0,9451.5,0,0.0,0.0
246,246,2020-10-11 10:00:00+00:00,47,-2.32167499708261,21417.5,14.0,67.0,16.341,9461.5,0,0.0,0.0
247,247,2020-10-11 11:00:00+00:00,55,2.58684552595102,21366.5,15.5,60.5,18.569000000000003,9470.5,0,0.0,0.0
248,248,2020-10-11 12:00:00+00:00,69,7.362230387816396,21304.5,19.5,52.5,21.556,9474.5,0,0.0,0.0
249,249,2020-10-11 13:00:00+00:00,86,10.515951289989246,21227.0,24.5,45.0,24.007,9474.5,0,0.0,0.0
250,250,2020-10-11 14:00:00+00:00,99,8.41367729315516,21134.5,29.0,39.0,26.088,9471.5,0,0.0,0.0
251,251,2020-10-11 15:00:00+00:00,113,6.470657413227045,21028.5,33.0,33.0,28.354,9468.5,0,0.0,0.0
252,252,2020-10-11 16:00:00+00:00,129,3.7216964674013866,20907.5,37.0,28.0,31.445,9463.5,0,0.0,0.0
253,253,2020-10-11 17:00:00+00:00,133,-2.856109042875744,20776.5,39.0,25.5,33.055,9455.0,0,0.0,0.0
254,254,2020-10-11 18:00:00+00:00,136,-2.637270450946403,20642.0,39.5,24.5,33.325,9445.5,0,0.0,0.0
255,255,2020-10-11 19:00:00+00:00,127,-8.856109042875744,20510.5,39.0,25.5,33.041,9438.5,0,0.0,0.0
256,256,2020-10-11 20:00:00+00:00,115,-7.765132421250755,20389.5,36.5,27.5,31.6,9435.5,0,0.0,0.0
257,257,2020-10-11 21:00:00+00:00,98,-6.392288853200554,20283.0,32.5,29.5,29.445999999999998,9435.5,0,0.0,0.0
258,258,2020-10-11 22:00:00+00:00,77,-8.243279336297022,20195.5,27.5,36.0,25.847,9440.0,0,0.0,0.0
259,259,2020-10-11 23:00:00+00:00,66,-5.0317811491855196,20124.0,23.0,40.5,23.805999999999997,9445.0,0,0.0,0.0
260,260,2020-10-12 00:00:00+00:00,64,-0.18722043735991178,20059.0,20.5,44.0,23.113,9447.5,0,0.0,0.0
261,261,2020-10-12 01:00:00+00:00,61,-0.6377696121836038,19996.5,19.5,54.0,20.798000000000002,9451.5,0,0.0,0.0
262,262,2020-10-12 02:00:00+00:00,56,-2.0021956484681525,19938.0,18.0,62.0,19.296,9455.0,0,0.0,0.0
263,263,2020-10-12 03:00:00+00:00,56,0.3015923104190037,19882.0,17.0,60.0,19.784,9455.0,0,0.0,0.0
264,264,2020-10-12 04:00:00+00:00,56,-0.8386307023596657,19826.0,17.5,57.5,19.898,9453.5,0,0.0,0.0
265,265,2020-10-12 05:00:00+00:00,54,-2.8386307023596657,19771.0,17.5,63.5,18.455,9451.5,0,0.0,0.0
266,266,2020-10-12 06:00:00+00:00,52,-2.581058354489599,19718.0,16.5,66.0,18.102,9451.0,0,0.0,0.0
267,267,2020-10-12 07:00:00+00:00,51,-2.486123834981214,19666.5,16.0,66.0,18.527,9454.0,0,0.0,0.0
268,268,2020-10-12 08:00:00+00:00,50,-2.41315447404898,19616.0,15.5,69.5,18.038,9457.5,0,0.0,0.0
269,269,2020-10-12 09:00:00+00:00,50,-1.3617096351227076,19566.0,15.0,71.5,17.549,9462.0,0,0.0,0.0
270,270,2020-10-12 10:00:00+00:00,52,-0.4131544740489801,19515.0,15.5,67.5,18.773,9470.0,0,0.0,0.0
271,271,2020-10-12 11:00:00+00:00,63,4.9978043515318475,19457.5,18.0,59.0,21.669,9476.0,0,0.0,0.0
272,272,2020-10-12 12:00:00+00:00,78,8.39316647013834,19387.0,22.5,52.5,23.894,9477.0,0,0.0,0.0
273,273,2020-10-12 13:00:00+00:00,94,8.756720663702978,19301.0,27.5,46.5,26.125,9476.5,0,0.0,0.0
274,274,2020-10-12 14:00:00+00:00,115,10.607711146799446,19196.5,32.5,39.0,29.787,9474.5,0,0.0,0.0
275,275,2020-10-12 15:00:00+00:00,133,5.157077286798597,19072.5,37.5,30.5,33.24,9471.0,0,0.0,0.0
276,276,2020-10-12 16:00:00+00:00,133,-8.475366058238933,18939.5,40.0,24.5,35.205,9463.5,0,0.0,0.0
277,277,2020-10-12 17:00:00+00:00,141,-3.3715613861182874,18802.5,40.5,22.5,36.093,9451.5,0,0.0,0.0
278,278,2020-10-12 18:00:00+00:00,142,-5.327045815775193,18661.0,41.0,22.0,36.278000000000006,9439.0,0,0.0,0.0
279,279,2020-10-12 19:00:00+00:00,130,-11.475366058238933,18525.0,40.0,23.0,35.781000000000006,9429.5,0,0.0,0.0
280,280,2020-10-12 20:00:00+00:00,121,-6.842922713201403,18399.5,37.5,25.5,34.419,9425.5,0,0.0,0.0
281,281,2020-10-12 21:00:00+00:00,106,-7.206595058859648,18286.0,34.5,29.5,32.111999999999995,9427.0,0,0.0,0.0
282,282,2020-10-12 22:00:00+00:00,86,-8.333138606052813,18190.0,30.0,37.0,28.488999999999997,9429.0,0,0.0,0.0
283,283,2020-10-12 23:00:00+00:00,72,-5.029311007571124,18111.0,25.0,46.0,24.976,9433.0,0,0.0,0.0
284,284,2020-10-13 00:00:00+00:00,66,-2.210471364611479,18042.0,22.0,53.0,23.15,9439.0,0,0.0,0.0
285,285,2020-10-13 01:00:00+00:00,64,-0.18722043735991178,17977.0,20.5,59.5,21.817,9442.0,0,0.0,0.0
286,286,2020-10-13 02:00:00+00:00,60,-1.6377696121836038,17915.0,19.5,62.5,21.136,9441.5,0,0.0,0.0
287,287,2020-10-13 03:00:00+00:00,59,-0.18958036938622058,17855.5,18.5,65.5,20.201999999999998,9440.0,0,0.0,0.0
288,288,2020-10-13 04:00:00+00:00,57,-1.0021956484681525,17797.5,18.0,68.0,19.444000000000003,9438.0,0,0.0,0.0
289,289,2020-10-13 05:00:00+00:00,55,-1.8386307023596657,17741.5,17.5,70.0,19.062,9434.5,0,0.0,0.0
290,290,2020-10-13 06:00:00+00:00,54,-1.6984076895809963,17687.0,17.0,70.5,18.744,9430.5,0,0.0,0.0
291,291,2020-10-13 07:00:00+00:00,55,-0.6984076895809963,17632.5,17.0,68.5,18.908,9428.5,0,0.0,0.0
292,292,2020-10-13 08:00:00+00:00,53,-2.6984076895809963,17578.5,17.0,71.5,18.045,9430.5,0,0.0,0.0
293,293,2020-10-13 09:00:00+00:00,51,-2.486123834981214,17526.5,16.0,72.5,17.761,9434.0,0,0.0,0.0
294,294,2020-10-13 10:00:00+00:00,53,0.5868455259510199,17474.5,15.5,69.0,19.622,9439.0,0,0.0,0.0
295,295,2020-10-13 11:00:00+00:00,67,7.810419630613779,17414.5,18.5,56.0,24.012,9445.0,0,0.0,0.0
296,296,2020-10-13 12:00:00+00:00,90,14.515951289989246,17336.0,24.5,40.5,28.311999999999998,9450.0,0,0.0,0.0
297,297,2020-10-13 13:00:00+00:00,105,10.666861393947187,17238.5,30.0,34.0,30.012999999999998,9452.5,0,0.0,0.0
298,298,2020-10-13 14:00:00+00:00,108,3.6077111467994456,17132.0,32.5,31.0,31.771,9451.0,0,0.0,0.0
299,299,2020-10-13 15:00:00+00:00,128,7.697622705390941,17014.0,36.0,29.0,34.013999999999996,9445.0,0,0.0,0.0
301,301,2020-10-13 17:00:00+00:00,100,-10.93559093209997,65481.0,34.0,31.5,33.45,9429.5,1,0.0,0.0
302,302,2020-10-13 18:00:00+00:00,109,0.28985525043313487,65376.5,33.5,31.5,33.56,9422.5,1,0.0,0.0
303,303,2020-10-13 19:00:00+00:00,108,-0.7101447495668651,65268.0,33.5,33.5,32.54,9417.5,1,0.0,0.0
304,304,2020-10-13 20:00:00+00:00,102,-2.3922888532005544,65163.0,32.5,36.0,31.53,9416.0,1,0.0,0.0
305,305,2020-10-13 21:00:00+00:00,91,-5.2642676987500465,65066.5,30.5,42.0,29.09,9416.0,1,0.0,0.0
306,306,2020-10-13 22:00:00+00:00,80,-3.533239041819442,64981.0,27.0,49.5,26.58,9418.0,1,0.0,0.0
307,307,2020-10-13 23:00:00+00:00,74,-1.4840487100107538,64904.0,24.5,53.0,25.43,9422.5,1,0.0,0.0
308,308,2020-10-14 00:00:00+00:00,71,-1.4858994061444122,64831.5,23.5,55.0,24.84,9427.0,1,0.0,0.0
309,309,2020-10-14 01:00:00+00:00,70,0.3931664701383397,64761.0,22.5,59.0,23.91,9430.0,1,0.0,0.0
310,310,2020-10-14 02:00:00+00:00,65,-1.8421212090688073,64693.5,21.5,64.5,22.6,9429.5,1,0.0,0.0
311,311,2020-10-14 03:00:00+00:00,62,-2.187220437359912,64630.0,20.5,70.5,21.17,9426.0,1,0.0,0.0
312,312,2020-10-14 04:00:00+00:00,58,-2.4012724886657466,64570.0,19.0,77.0,19.549999999999997,9423.0,1,0.0,0.0
313,313,2020-10-14 05:00:00+00:00,55,-1.8386307023596657,64513.5,17.5,83.0,18.58,9420.0,1,0.0,0.0
314,314,2020-10-14 06:00:00+00:00,54,-1.6984076895809963,64459.0,17.0,85.5,18.65,9414.0,1,0.0,0.0
315,315,2020-10-14 07:00:00+00:00,52,-2.581058354489599,64406.0,16.5,86.5,18.35,9409.5,1,0.0,0.0
316,316,2020-10-14 08:00:00+00:00,52,-1.486123834981214,64354.0,16.0,87.0,17.939999999999998,9411.5,1,0.0,0.0
317,317,2020-10-14 09:00:00+00:00,52,-1.486123834981214,64302.0,16.0,85.5,18.009999999999998,9416.0,1,0.0,0.0
318,318,2020-10-14 10:00:00+00:00,52,-1.486123834981214,64250.0,16.0,79.0,20.04,9423.5,1,0.0,0.0
319,319,2020-10-14 11:00:00+00:00,70,9.598727511334253,64189.0,19.0,66.0,24.380000000000003,9434.0,1,0.0,0.0
320,320,2020-10-14 12:00:00+00:00,94,13.784615879358327,64107.0,26.0,45.0,30.21,9439.5,1,0.0,0.0
321,321,2020-10-14 13:00:00+00:00,120,13.470657413227045,64000.0,33.0,31.0,34.17,9440.5,1,0.0,0.0
322,322,2020-10-14 14:00:00+00:00,126,0.7216964674013866,63877.0,37.0,29.5,35.709999999999994,9437.5,1,0.0,0.0
323,323,2020-10-14 15:00:00+00:00,138,-0.6372704509464029,63745.0,39.5,27.5,36.89,9429.5,1,0.0,0.0
324,324,2020-10-14 16:00:00+00:00,144,-6.343033076668831,63604.0,41.5,25.0,37.64,9419.0,1,0.0,0.0
325,325,2020-10-14 17:00:00+00:00,150,-6.561495752207634,63457.0,42.5,24.0,38.769999999999996,9409.0,1,0.0,0.0
326,326,2020-10-14 18:00:00+00:00,147,-12.766524904326616,63308.5,43.0,24.5,39.150000000000006,9401.0,1,0.0,0.0
327,327,2020-10-14 19:00:00+00:00,132,-15.327045815775193,63169.0,41.0,26.5,37.69,9396.5,1,0.0,0.0
328,328,2020-10-14 20:00:00+00:00,118,-9.842922713201403,63044.0,37.5,30.0,35.31,9393.0,1,0.0,0.0
329,329,2020-10-14 21:00:00+00:00,105,-8.206595058859648,62932.5,34.5,36.0,32.92,9392.5,1,0.0,0.0
330,330,2020-10-14 22:00:00+00:00,90,-6.2642676987500465,62835.0,30.5,45.0,29.509999999999998,9399.0,1,0.0,0.0
331,331,2020-10-14 23:00:00+00:00,90,8.142496638481987,62745.0,26.5,56.0,25.9,9411.5,1,0.0,0.0
332,332,2020-10-15 00:00:00+00:00,87,13.030214536188225,62656.5,24.0,62.5,24.02,9427.0,1,0.0,0.0
333,333,2020-10-15 01:00:00+00:00,108,39.78952863538852,62559.0,22.0,69.0,22.49,9451.5,1,0.0,0.0
334,334,2020-10-15 02:00:00+00:00,589,527.3622303878165,62210.5,19.5,83.5,19.91,9478.0,1,9.2,12.38
335,335,2020-10-15 03:00:00+00:00,245,188.16136929764033,61793.5,17.5,92.0,18.44,9478.5,1,4.0,3.41
336,336,2020-10-15 04:00:00+00:00,61,5.301592310419004,61640.5,17.0,91.5,18.44,9461.5,1,0.0,0.0
337,337,2020-10-15 05:00:00+00:00,60,4.301592310419004,61580.0,17.0,91.0,18.340000000000003,9449.0,1,0.0,0.0
338,338,2020-10-15 06:00:00+00:00,72,16.301592310419004,61514.0,17.0,91.0,18.270000000000003,9448.5,1,0.4,0.0
339,339,2020-10-15 07:00:00+00:00,55,-0.6984076895809963,61450.5,17.0,91.5,18.25,9448.0,1,0.0,0.0
340,340,2020-10-15 08:00:00+00:00,54,-1.6984076895809963,61396.0,17.0,94.5,18.049999999999997,9451.0,1,0.0,0.0
341,341,2020-10-15 09:00:00+00:00,54,-1.6984076895809963,61342.0,17.0,97.0,17.689999999999998,9461.0,1,0.0,0.0
342,342,2020-10-15 10:00:00+00:00,53,-2.6984076895809963,61288.5,17.0,96.5,17.78,9464.0,1,0.0,0.0
343,343,2020-10-15 11:00:00+00:00,56,-0.8386307023596657,61234.0,17.5,91.5,18.88,9464.5,1,0.0,0.0
344,344,2020-10-15 12:00:00+00:00,59,-0.18958036938622058,61176.5,18.5,87.5,19.75,9474.0,1,0.0,0.0
345,345,2020-10-15 13:00:00+00:00,65,3.362230387816396,61114.5,19.5,87.0,20.380000000000003,9482.0,1,0.0,0.0
346,346,2020-10-15 14:00:00+00:00,67,2.812779562640088,61048.5,20.5,84.5,21.4,9481.5,1,0.0,0.0
347,347,2020-10-15 15:00:00+00:00,76,10.49877887743446,60977.0,21.0,85.0,21.23,9481.0,1,0.2,0.0
348,348,2020-10-15 16:00:00+00:00,72,3.789528635388521,60903.0,22.0,82.5,21.73,9477.0,1,0.0,0.0
349,349,2020-10-15 17:00:00+00:00,74,2.9682188508144804,60830.0,23.0,77.0,23.0,9471.0,1,0.0,0.0
350,350,2020-10-15 18:00:00+00:00,72,0.9682188508144804,60757.0,23.0,77.5,22.41,9469.5,1,0.0,0.0
351,351,2020-10-15 19:00:00+00:00,67,-1.2104713646114789,60687.5,22.0,80.5,21.47,9469.5,1,0.0,0.0
352,352,2020-10-15 20:00:00+00:00,65,-0.5012211225655392,60621.5,21.0,82.0,21.25,9466.5,1,0.0,0.0
353,353,2020-10-15 21:00:00+00:00,64,-0.18722043735991178,60557.0,20.5,83.0,21.07,9466.0,1,0.0,0.0
354,354,2020-10-15 22:00:00+00:00,61,-0.6377696121836038,60494.5,19.5,85.0,20.62,9467.5,1,0.0,0.0
355,355,2020-10-15 23:00:00+00:00,58,-1.1895803693862206,60435.0,18.5,89.0,19.880000000000003,9470.0,1,0.0,0.0
356,356,2020-10-16 00:00:00+00:00,57,-1.0021956484681525,60377.5,18.0,92.5,19.44,9474.5,1,0.0,0.0
357,357,2020-10-16 01:00:00+00:00,56,-2.0021956484681525,60321.0,18.0,93.0,19.23,9480.0,1,0.0,0.0
358,358,2020-10-16 02:00:00+00:00,55,-1.8386307023596657,60265.5,17.5,93.0,19.11,9484.0,1,0.0,0.0
359,359,2020-10-16 03:00:00+00:00,56,0.3015923104190037,60210.0,17.0,94.0,18.810000000000002,9484.5,1,0.0,0.0
360,360,2020-10-16 04:00:00+00:00,54,-1.6984076895809963,60155.0,17.0,95.5,18.270000000000003,9482.0,1,0.0,0.0
361,361,2020-10-16 05:00:00+00:00,53,-2.6984076895809963,60101.5,17.0,96.0,17.83,9478.5,1,0.0,0.0
362,362,2020-10-16 06:00:00+00:00,53,-2.6984076895809963,60048.5,17.0,95.0,17.9,9475.0,1,0.0,0.0
363,363,2020-10-16 07:00:00+00:00,54,-1.6984076895809963,59995.0,17.0,93.0,18.490000000000002,9474.5,1,0.0,0.0
364,364,2020-10-16 08:00:00+00:00,55,-1.8386307023596657,59940.5,17.5,91.0,18.85,9478.5,1,0.0,0.0
365,365,2020-10-16 09:00:00+00:00,56,-2.0021956484681525,59885.0,18.0,90.0,18.85,9484.0,1,0.0,0.0
366,366,2020-10-16 10:00:00+00:00,55,-1.8386307023596657,59829.5,17.5,88.0,19.07,9489.5,1,0.0,0.0
367,367,2020-10-16 11:00:00+00:00,62,3.9978043515318475,59771.0,18.0,82.5,19.87,9495.5,1,0.0,0.0
368,368,2020-10-16 12:00:00+00:00,68,3.812779562640088,59706.0,20.5,75.0,21.060000000000002,9500.0,1,0.0,0.0
369,369,2020-10-16 13:00:00+00:00,71,2.789528635388521,59636.5,22.0,72.0,21.43,9503.5,1,0.0,0.0
370,370,2020-10-16 14:00:00+00:00,73,3.3931664701383397,59564.5,22.5,69.5,21.86,9506.5,1,0.0,0.0
371,371,2020-10-16 15:00:00+00:00,86,8.970688992428876,59485.0,25.0,61.5,24.0,9504.0,1,0.0,0.0
372,372,2020-10-16 16:00:00+00:00,104,11.559250675270789,59390.0,29.5,54.5,26.28,9496.5,1,0.0,0.0
373,373,2020-10-16 17:00:00+00:00,117,6.06440906790003,59279.5,34.0,49.0,28.229999999999997,9487.5,1,0.0,0.0
374,374,2020-10-16 18:00:00+00:00,115,-2.8890267724685827,59163.5,35.5,46.5,29.159999999999997,9479.0,1,0.0,0.0
375,375,2020-10-16 19:00:00+00:00,103,-5.710144749566865,59054.5,33.5,49.0,27.92,9473.0,1,0.0,0.0
376,376,2020-10-16 20:00:00+00:00,86,-6.440749324729211,58960.0,29.5,53.5,25.93,9471.0,1,0.0,0.0
377,377,2020-10-16 21:00:00+00:00,76,-2.6062069497103693,58879.0,25.5,57.0,24.72,9472.0,1,0.0,0.0
378,378,2020-10-16 22:00:00+00:00,71,-1.4858994061444122,58805.5,23.5,60.5,23.5,9473.5,1,0.0,0.0
379,379,2020-10-16 23:00:00+00:00,64,-2.8421212090688073,58738.0,21.5,63.5,22.259999999999998,9476.0,1,0.0,0.0
380,380,2020-10-17 00:00:00+00:00,65,2.100420467506865,58673.5,20.0,65.0,21.46,9478.5,1,0.0,0.0
381,381,2020-10-17 01:00:00+00:00,59,-2.637769612183604,58611.5,19.5,65.5,20.93,9480.5,1,0.0,0.0
382,382,2020-10-17 02:00:00+00:00,59,-1.4012724886657466,58552.5,19.0,66.0,20.57,9483.5,1,0.0,0.0
383,383,2020-10-17 03:00:00+00:00,58,-1.1895803693862206,58494.0,18.5,68.0,19.97,9484.5,1,0.0,0.0
384,384,2020-10-17 04:00:00+00:00,55,-1.8386307023596657,58437.5,17.5,70.5,18.990000000000002,9482.0,1,0.0,0.0
385,385,2020-10-17 05:00:00+00:00,53,-1.581058354489599,58383.5,16.5,74.0,17.9,9478.5,1,0.0,0.0
386,386,2020-10-17 06:00:00+00:00,49,-3.41315447404898,58332.5,15.5,76.5,16.770000000000003,9474.5,1,0.0,0.0
387,387,2020-10-17 07:00:00+00:00,47,-3.3313575211125084,58284.5,14.5,77.0,15.74,9471.0,1,0.0,0.0
388,388,2020-10-17 08:00:00+00:00,45,-3.3322474164824314,58238.5,13.5,78.0,15.0,9473.0,1,0.0,0.0
389,389,2020-10-17 09:00:00+00:00,43,-3.4125399230129574,58194.5,12.5,80.0,14.350000000000001,9478.0,1,0.0,0.0
390,390,2020-10-17 10:00:00+00:00,44,-1.4814716434329966,58151.0,12.0,75.0,15.469999999999999,9484.0,1,0.0,0.0
391,391,2020-10-17 11:00:00+00:00,55,4.668642478887492,58101.5,14.5,63.5,17.78,9490.0,1,0.0,0.0
392,392,2020-10-17 12:00:00+00:00,68,7.598727511334253,58040.0,19.0,55.5,19.8,9493.5,1,0.0,0.0
393,393,2020-10-17 13:00:00+00:00,81,8.514100593855588,57965.5,23.5,49.5,22.19,9493.5,1,0.0,0.0
394,394,2020-10-17 14:00:00+00:00,97,10.011673492414744,57876.5,28.0,43.0,24.78,9490.0,1,0.0,0.0
395,395,2020-10-17 15:00:00+00:00,110,7.7018940754905145,57773.0,32.0,39.0,26.990000000000002,9484.0,1,0.0,0.0
396,396,2020-10-17 16:00:00+00:00,117,1.4759102363756966,57659.5,35.0,38.0,27.869999999999997,9475.5,1,0.0,0.0
397,397,2020-10-17 17:00:00+00:00,105,-5.93559093209997,57548.5,34.0,36.5,28.67,9466.0,1,0.0,0.0
398,398,2020-10-17 18:00:00+00:00,119,8.06440906790003,57436.5,34.0,36.0,29.16,9456.0,1,0.0,0.0
399,399,2020-10-17 19:00:00+00:00,107,-6.206595058859648,57323.5,34.5,36.5,29.130000000000003,9446.0,1,0.0,0.0
400,400,2020-10-17 20:00:00+00:00,103,-1.3922888532005544,57218.5,32.5,37.5,28.75,9441.0,1,0.0,0.0
401,401,2020-10-17 21:00:00+00:00,90,-6.2642676987500465,57122.0,30.5,42.0,26.63,9441.5,1,0.0,0.0
402,402,2020-10-17 22:00:00+00:00,72,-6.606206949710369,57041.0,25.5,48.5,24.119999999999997,9443.5,1,0.0,0.0
403,403,2020-10-17 23:00:00+00:00,63,-2.501221122565539,56973.5,21.0,54.5,22.31,9445.5,1,0.0,0.0
404,404,2020-10-18 00:00:00+00:00,60,-1.6377696121836038,56912.0,19.5,59.0,20.83,9447.0,1,0.0,0.0
405,405,2020-10-18 01:00:00+00:00,58,-1.1895803693862206,56853.0,18.5,57.0,20.59,9449.0,1,0.0,0.0
406,406,2020-10-18 02:00:00+00:00,59,-0.18958036938622058,56794.5,18.5,52.0,21.21,9451.5,1,0.0,0.0
407,407,2020-10-18 03:00:00+00:00,61,0.5987275113342534,56734.5,19.0,54.5,20.84,9453.0,1,0.0,0.0
408,408,2020-10-18 04:00:00+00:00,58,-1.1895803693862206,56675.0,18.5,60.0,19.9,9451.5,1,0.0,0.0
409,409,2020-10-18 05:00:00+00:00,55,-1.8386307023596657,56618.5,17.5,63.5,18.89,9448.5,1,0.0,0.0
410,410,2020-10-18 06:00:00+00:00,52,-2.581058354489599,56565.0,16.5,67.5,17.73,9444.5,1,0.0,0.0
411,411,2020-10-18 07:00:00+00:00,51,-1.41315447404898,56513.5,15.5,71.0,16.82,9441.5,1,0.0,0.0
412,412,2020-10-18 08:00:00+00:00,49,-2.3617096351227076,56463.5,15.0,72.0,16.17,9442.5,1,0.0,0.0
413,413,2020-10-18 09:00:00+00:00,47,-3.3313575211125084,56415.5,14.5,72.5,15.65,9446.0,1,0.0,0.0
414,414,2020-10-18 10:00:00+00:00,48,-1.32167499708261,56368.0,14.0,71.5,15.8,9448.0,1,0.0,0.0
415,415,2020-10-18 11:00:00+00:00,53,1.6382903648772924,56317.5,15.0,64.0,17.880000000000003,9450.0,1,0.0,0.0
416,416,2020-10-18 12:00:00+00:00,71,10.598727511334253,56255.5,19.0,53.5,21.259999999999998,9453.5,1,0.0,0.0
417,417,2020-10-18 13:00:00+00:00,85,9.515951289989246,56177.5,24.5,45.5,23.99,9453.0,1,0.0,0.0
418,418,2020-10-18 14:00:00+00:00,101,8.559250675270789,56084.5,29.5,39.0,26.65,9449.0,1,0.0,0.0
419,419,2020-10-18 15:00:00+00:00,115,6.289855250433135,55976.5,33.5,33.0,29.13,9444.5,1,0.0,0.0
420,420,2020-10-18 16:00:00+00:00,119,1.1109732275314173,55859.5,35.5,29.5,31.11,9438.5,1,0.0,0.0
421,421,2020-10-18 17:00:00+00:00,122,-0.7651324212507546,55739.0,36.5,31.0,31.35,9430.5,1,0.0,0.0
422,422,2020-10-18 18:00:00+00:00,117,-3.302377294609059,55619.5,36.0,34.0,30.34,9423.0,1,0.0,0.0
423,423,2020-10-18 19:00:00+00:00,104,-4.710144749566865,55509.0,33.5,35.0,30.28,9416.5,1,0.0,0.0
424,424,2020-10-18 20:00:00+00:00,105,2.7018940754905145,55404.5,32.0,34.5,30.189999999999998,9411.5,1,0.0,0.0
425,425,2020-10-18 21:00:00+00:00,96,-2.2349296600422264,55304.0,31.0,37.5,28.71,9410.5,1,0.0,0.0
